Keyword,Content,sentiment_score,Date_of_posting,Reply_status,reply_delay,Key_relevance,app_name
useful unless,Uber app is not well for emergency pupose or something else. Uber app driver is having very bad egoes they donot accept anyrequest for riding they are very bad in nature they have not any manner how to speak according to problem or as per condition.uber is not useful unless until they consume good drivers.😒,-1,2025-09-10 04:45:34,0,,0.1958,Uber
accept anyrequest,Uber app is not well for emergency pupose or something else. Uber app driver is having very bad egoes they donot accept anyrequest for riding they are very bad in nature they have not any manner how to speak according to problem or as per condition.uber is not useful unless until they consume good drivers.😒,-1,2025-09-10 04:45:34,0,,0.1617,Uber
problem condition,Uber app is not well for emergency pupose or something else. Uber app driver is having very bad egoes they donot accept anyrequest for riding they are very bad in nature they have not any manner how to speak according to problem or as per condition.uber is not useful unless until they consume good drivers.😒,-1,2025-09-10 04:45:34,0,,0.1293,Uber
man,Uber app is not well for emergency pupose or something else. Uber app driver is having very bad egoes they donot accept anyrequest for riding they are very bad in nature they have not any manner how to speak according to problem or as per condition.uber is not useful unless until they consume good drivers.😒,-1,2025-09-10 04:45:34,0,,0.0469,Uber
wise good,good,1,2025-09-10 04:44:11,0,,1.0,Uber
karte hai,"ye log scam karte hai aur car ki jagah pickup aata hai aur upper se itna late karte hai aur is app ko bandh hona jna chahiye na koi gaadi aati hai, aati bhi hai toh pickup 🛻 aata hai ye log bahut bada scam karte hai isliye app safe nahi hai",0,2025-09-10 04:44:03,0,,0.5677,Uber
log scam,"ye log scam karte hai aur car ki jagah pickup aata hai aur upper se itna late karte hai aur is app ko bandh hona jna chahiye na koi gaadi aati hai, aati bhi hai toh pickup 🛻 aata hai ye log bahut bada scam karte hai isliye app safe nahi hai",0,2025-09-10 04:44:03,0,,0.5037,Uber
app safe,"ye log scam karte hai aur car ki jagah pickup aata hai aur upper se itna late karte hai aur is app ko bandh hona jna chahiye na koi gaadi aati hai, aati bhi hai toh pickup 🛻 aata hai ye log bahut bada scam karte hai isliye app safe nahi hai",0,2025-09-10 04:44:03,0,,0.32,Uber
itna late,"ye log scam karte hai aur car ki jagah pickup aata hai aur upper se itna late karte hai aur is app ko bandh hona jna chahiye na koi gaadi aati hai, aati bhi hai toh pickup 🛻 aata hai ye log bahut bada scam karte hai isliye app safe nahi hai",0,2025-09-10 04:44:03,0,,0.2639,Uber
half cars,"ye log scam karte hai aur car ki jagah pickup aata hai aur upper se itna late karte hai aur is app ko bandh hona jna chahiye na koi gaadi aati hai, aati bhi hai toh pickup 🛻 aata hai ye log bahut bada scam karte hai isliye app safe nahi hai",0,2025-09-10 04:44:03,0,,0.2238,Uber
wise good,good,1,2025-09-10 04:43:21,0,,1.0,Uber
easy use,easy to use,1,2025-09-10 04:38:03,0,,0.9507,Uber
users live,easy to use,1,2025-09-10 04:38:03,0,,0.6445,Uber
easy smooth,easy to use,1,2025-09-10 04:38:03,0,,0.5904,Uber
easy use,easy to use and straight forward,1,2025-09-10 04:36:14,0,,0.768,Uber
straight forward,easy to use and straight forward,1,2025-09-10 04:36:14,0,,0.5427,Uber
easy smooth,easy to use and straight forward,1,2025-09-10 04:36:14,0,,0.4354,Uber
use straight,easy to use and straight forward,1,2025-09-10 04:36:14,0,,0.4309,Uber
uber ride,recently I traveling with uber ride but. today suddenly price tuch the sky I'm really sock .,0,2025-09-10 04:35:28,0,,0.4979,Uber
suddenly price,recently I traveling with uber ride but. today suddenly price tuch the sky I'm really sock .,0,2025-09-10 04:35:28,0,,0.4321,Uber
really sock,recently I traveling with uber ride but. today suddenly price tuch the sky I'm really sock .,0,2025-09-10 04:35:28,0,,0.363,Uber
sky really,recently I traveling with uber ride but. today suddenly price tuch the sky I'm really sock .,0,2025-09-10 04:35:28,0,,0.296,Uber
tuch,recently I traveling with uber ride but. today suddenly price tuch the sky I'm really sock .,0,2025-09-10 04:35:28,0,,0.1416,Uber
drive serving,it is wisaversa don't need to give 5 ... Doing better is duty .. something more then drive or serving deserv 5 right now only 3,0,2025-09-10 04:32:59,0,,0.5357,Uber
duty,it is wisaversa don't need to give 5 ... Doing better is duty .. something more then drive or serving deserv 5 right now only 3,0,2025-09-10 04:32:59,0,,0.3406,Uber
wisaversa don,it is wisaversa don't need to give 5 ... Doing better is duty .. something more then drive or serving deserv 5 right now only 3,0,2025-09-10 04:32:59,0,,0.272,Uber
deserv right,it is wisaversa don't need to give 5 ... Doing better is duty .. something more then drive or serving deserv 5 right now only 3,0,2025-09-10 04:32:59,0,,0.2084,Uber
uber better,it is wisaversa don't need to give 5 ... Doing better is duty .. something more then drive or serving deserv 5 right now only 3,0,2025-09-10 04:32:59,0,,0.1414,Uber
great rides,great rides,1,2025-09-10 04:10:55,0,,1.0,Uber
rides ubder,great rides,1,2025-09-10 04:10:55,0,,0.7201,Uber
doing great,great rides,1,2025-09-10 04:10:55,0,,0.412,Uber
started app,very bed app,0,2025-09-10 04:10:51,0,,0.9302,Uber
veri bed,very bed app,0,2025-09-10 04:10:51,0,,0.6179,Uber
price app,very bed app,0,2025-09-10 04:10:51,0,,0.5481,Uber
good jarni,good jarni,1,2025-09-10 04:06:23,0,,1.0,Uber
wise good,good jarni,1,2025-09-10 04:06:23,0,,0.3906,Uber
love uber,love uber,1,2025-09-10 04:05:53,0,,1.0,Uber
wonderful uber,love uber,1,2025-09-10 04:05:53,0,,0.8381,Uber
loved service,love uber,1,2025-09-10 04:05:53,0,,0.3595,Uber
safe uberbike,please fix the uber bike and add more faster,0,2025-09-10 04:05:52,0,,0.6842,Uber
fix uber,please fix the uber bike and add more faster,0,2025-09-10 04:05:52,0,,0.6669,Uber
bike add,please fix the uber bike and add more faster,0,2025-09-10 04:05:52,0,,0.588,Uber
fast,please fix the uber bike and add more faster,0,2025-09-10 04:05:52,0,,0.5001,Uber
uber save,"Uber is not save now, drivers are very bad behavior.",-1,2025-09-10 04:02:25,0,,0.7889,Uber
love drivers,"Uber is not save now, drivers are very bad behavior.",-1,2025-09-10 04:02:25,0,,0.5218,Uber
driver bails,"Uber is not save now, drivers are very bad behavior.",-1,2025-09-10 04:02:25,0,,0.3563,Uber
bad behavior,"Uber is not save now, drivers are very bad behavior.",-1,2025-09-10 04:02:25,0,,0.2281,Uber
uber literally,"Uber literally pissed me off. I was heading to my college so I booked a ride. at first it showed reasonable time so I booked that ride. but after it showed a delay then more delay, time to reach my college already passed away then also it was showing we will find a partner soon. This is disgusting, my attendance dropped by 5%. Simply worst service",-1,2025-09-10 04:01:14,0,,0.5111,Uber
attendance dropped,"Uber literally pissed me off. I was heading to my college so I booked a ride. at first it showed reasonable time so I booked that ride. but after it showed a delay then more delay, time to reach my college already passed away then also it was showing we will find a partner soon. This is disgusting, my attendance dropped by 5%. Simply worst service",-1,2025-09-10 04:01:14,0,,0.4132,Uber
best service,"Uber literally pissed me off. I was heading to my college so I booked a ride. at first it showed reasonable time so I booked that ride. but after it showed a delay then more delay, time to reach my college already passed away then also it was showing we will find a partner soon. This is disgusting, my attendance dropped by 5%. Simply worst service",-1,2025-09-10 04:01:14,0,,0.3071,Uber
delay delay,"Uber literally pissed me off. I was heading to my college so I booked a ride. at first it showed reasonable time so I booked that ride. but after it showed a delay then more delay, time to reach my college already passed away then also it was showing we will find a partner soon. This is disgusting, my attendance dropped by 5%. Simply worst service",-1,2025-09-10 04:01:14,0,,0.2224,Uber
pissed heading,"Uber literally pissed me off. I was heading to my college so I booked a ride. at first it showed reasonable time so I booked that ride. but after it showed a delay then more delay, time to reach my college already passed away then also it was showing we will find a partner soon. This is disgusting, my attendance dropped by 5%. Simply worst service",-1,2025-09-10 04:01:14,0,,0.1882,Uber
riders available,no riders available when needed. only available in 10am to 6Pm?,0,2025-09-10 03:57:28,0,,0.7535,Uber
available 10am,no riders available when needed. only available in 10am to 6Pm?,0,2025-09-10 03:57:28,0,,0.5275,Uber
10am 6pm,no riders available when needed. only available in 10am to 6Pm?,0,2025-09-10 03:57:28,0,,0.4606,Uber
needed,no riders available when needed. only available in 10am to 6Pm?,0,2025-09-10 03:57:28,0,,0.1905,Uber
loved service,bad service very very 😞,-1,2025-09-10 03:55:19,0,,0.8062,Uber
bad experience,bad service very very 😞,-1,2025-09-10 03:55:19,0,,0.3835,Uber
nice drivers,pathetic service their driver does not pick up the ride. wait krte raho,-1,2025-09-10 03:54:22,0,,0.46,Uber
quick ride,pathetic service their driver does not pick up the ride. wait krte raho,-1,2025-09-10 03:54:22,0,,0.4476,Uber
wait krte,pathetic service their driver does not pick up the ride. wait krte raho,-1,2025-09-10 03:54:22,0,,0.3905,Uber
raho,pathetic service their driver does not pick up the ride. wait krte raho,-1,2025-09-10 03:54:22,0,,0.3554,Uber
refunded pathetic,pathetic service their driver does not pick up the ride. wait krte raho,-1,2025-09-10 03:54:22,0,,0.2772,Uber
unauthorized withdrawal,"I have put 5 stars because I want this to be seen by everyone. I'm writing to express my frustration regarding an unauthorized withdrawal from my bank account at 2:00 AM. I was asleep, and there were no rides taken that would justify this transaction. My card is only connected my Uber app, raising serious concerns about your security and integrity. I advise anyone considering this app to think twice. I am seeking a platform (a Hello Peter type of platform) to expose these unethical practices.",-1,2025-09-10 03:51:32,0,,0.5598,Uber
uber app,"I have put 5 stars because I want this to be seen by everyone. I'm writing to express my frustration regarding an unauthorized withdrawal from my bank account at 2:00 AM. I was asleep, and there were no rides taken that would justify this transaction. My card is only connected my Uber app, raising serious concerns about your security and integrity. I advise anyone considering this app to think twice. I am seeking a platform (a Hello Peter type of platform) to expose these unethical practices.",-1,2025-09-10 03:51:32,0,,0.5445,Uber
unethical practices,"I have put 5 stars because I want this to be seen by everyone. I'm writing to express my frustration regarding an unauthorized withdrawal from my bank account at 2:00 AM. I was asleep, and there were no rides taken that would justify this transaction. My card is only connected my Uber app, raising serious concerns about your security and integrity. I advise anyone considering this app to think twice. I am seeking a platform (a Hello Peter type of platform) to expose these unethical practices.",-1,2025-09-10 03:51:32,0,,0.3571,Uber
